

1201	fui de avião	00:55:08.429	00:55:09.199	00:00:00.770	
1202	que é rapidinho	00:55:09.289	00:55:09.886	00:00:00.597	
1203	eu mesmo não vou de busão mais	00:55:10.701	00:55:12.228	00:00:01.527	
1204	ah nada de avi/ de busão filha é três dia	00:55:15.199	00:55:18.268	00:00:03.069	
1205	de avião sai onze ho/	00:55:18.724	00:55:20.029	00:00:01.305	
1206	onze hora	00:55:20.381	00:55:21.186	00:00:00.805	
1207	duas hora já estava lá	00:55:21.889	00:55:23.084	00:00:01.195	
1208	rapidinho estava	00:55:26.990	00:55:28.458	00:00:01.468	
1209	ai menina é mais nesses cantinho	00:55:36.604	00:55:38.677	00:00:02.073	
1210	nesses bairro que	00:55:39.018	00:55:40.421	00:00:01.403	
1211	está começando sabe?	00:55:40.559	00:55:41.911	00:00:01.352	
1212	é por causa que	00:55:42.472	00:55:43.873	00:00:01.401	
1213	fica difícil morar no bairro chique né?	00:55:44.112	00:55:45.967	00:00:01.855	
1214	e os aluguel é tudo caro	00:55:46.554	00:55:48.334	00:00:01.780	
1215	os aluguel é tudo caro os terreno está o olha do cara	00:55:48.858	00:55:51.465	00:00:02.607	
1216	por causo	00:55:52.398	00:55:52.852	00:00:00.454	
1217	o meu terreno eu paguei trinta mil agora vai comprar niguém compra terreno mais barato aqui nesse bairro	00:55:53.168	00:55:57.949	00:00:04.781	
1218	não compra	00:55:58.495	00:55:59.136	00:00:00.641	
1219	o aluguel está um absurdo também	00:55:59.588	00:56:01.484	00:00:01.896	
1220	ah eh	00:56:13.811	00:56:14.361	00:00:00.550	
1221	é difícil né	00:56:15.321	00:56:16.677	00:00:01.356	
1222	eu conheço mais é assim	00:56:16.811	00:56:18.215	00:00:01.404	
1223	da minha terrinha	00:56:18.912	00:56:19.840	00:00:00.928	
1224	é difícil	00:56:21.846	00:56:22.561	00:00:00.715	
1225	é	00:56:22.897	00:56:23.158	00:00:00.261	
